,state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,renew_offer_type,sales_channel,vehicle_class,vehicle_size,Month,Day,Week
5068,Other,No,Basic,Master/Doctor,Employed,M,Urban,Married,Personal Auto,Offer2,Branch,Two-Door Car,Small,1,25,4
5069,California,No,Basic,Bachelor,Other,M,Rural,Married,Special Auto,Offer2,Agent,Two-Door Car,Medsize,1,16,2
5070,Other,Yes,Extended,Master/Doctor,Unemployed,F,Suburban,Married,Corporate Auto,Offer1,Agent,Four-Door Car,Medsize,1,13,2
5071,California,No,Premium,College,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Call Center,Two-Door Car,Medsize,1,17,3
5072,Oregon,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer4,Agent,Four-Door Car,Large,1,24,4
5073,Arizona,No,Basic,High School or Below,Other,M,Suburban,Married,Personal Auto,Offer1,Agent,SUV,Medsize,1,21,3
5074,Other,No,Premium,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Offer4,Call Center,Luxury Car,Medsize,2,14,7
5075,Oregon,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer1,Agent,Two-Door Car,Medsize,2,14,7
5076,Other,No,Extended,Bachelor,Employed,M,Suburban,Single,Personal Auto,Offer2,Agent,Sports Car,Medsize,1,11,2
5077,California,Yes,Extended,College,Other,M,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Small,1,5,1
5078,Oregon,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Offer2,Web,Four-Door Car,Medsize,1,17,3
5079,Other,No,Extended,High School or Below,Employed,F,Urban,Married,Personal Auto,Offer2,Call Center,SUV,Medsize,2,15,7
5080,Arizona,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer2,Agent,SUV,Small,1,29,4
5081,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,Offer4,Web,Two-Door Car,Medsize,1,23,3
5082,California,No,Basic,Master/Doctor,Employed,M,Rural,Married,Personal Auto,Offer3,Agent,SUV,Small,2,15,7
5083,Other,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Offer1,Agent,Two-Door Car,Medsize,1,9,1
5084,California,Yes,Premium,Bachelor,Other,F,Suburban,Divorced,Corporate Auto,Offer1,Agent,Four-Door Car,Medsize,2,16,7
5085,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer2,Web,SUV,Medsize,2,1,5
5086,Oregon,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,2,15,7
5087,California,No,Basic,College,Unemployed,M,Suburban,Single,Special Auto,Offer1,Agent,Four-Door Car,Medsize,1,17,3
5088,California,Yes,Extended,Bachelor,Employed,F,Suburban,Single,Corporate Auto,Offer2,Agent,SUV,Medsize,2,3,5
5089,Arizona,No,Premium,High School or Below,Other,F,Suburban,Married,Corporate Auto,Offer1,Call Center,SUV,Small,1,28,4
5090,Other,No,Basic,Master/Doctor,Employed,F,Rural,Married,Personal Auto,Offer4,Call Center,Four-Door Car,Small,1,12,2
5091,Arizona,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Web,Sports Car,Medsize,1,14,2
5092,Arizona,No,Premium,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Offer2,Web,SUV,Medsize,1,2,52
5093,Other,No,Extended,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Offer3,Call Center,SUV,Medsize,1,25,4
5094,Other,No,Basic,Bachelor,Employed,M,Suburban,Married,Special Auto,Offer2,Agent,Luxury SUV,Medsize,1,10,2
5095,Other,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize,1,30,4
5096,Arizona,Yes,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize,2,8,6
5097,Oregon,Yes,Basic,Master/Doctor,Other,F,Suburban,Divorced,Corporate Auto,Offer1,Agent,Four-Door Car,Small,1,28,4
5098,Other,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,Offer2,Call Center,Two-Door Car,Large,1,2,52
5099,Oregon,No,Basic,College,Employed,F,Rural,Divorced,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,1,23,3
5100,Arizona,No,Basic,Master/Doctor,Employed,M,Suburban,Single,Special Auto,Offer2,Call Center,Four-Door Car,Medsize,2,1,5
5101,Arizona,No,Basic,Master/Doctor,Employed,M,Suburban,Divorced,Personal Auto,Offer1,Agent,Two-Door Car,Small,2,15,7
5102,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Offer3,Agent,Four-Door Car,Small,1,13,2
5103,Oregon,No,Extended,College,Employed,F,Rural,Married,Personal Auto,Offer4,Call Center,SUV,Medsize,1,21,3
5104,California,No,Basic,Master/Doctor,Employed,M,Rural,Divorced,Personal Auto,Offer1,Branch,Two-Door Car,Medsize,1,24,4
5105,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer3,Web,Four-Door Car,Medsize,2,27,8
5106,California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,SUV,Small,2,10,6
5107,California,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Offer3,Branch,SUV,Large,2,19,7
5108,Oregon,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Offer2,Call Center,Two-Door Car,Small,2,1,5
5109,Arizona,No,Extended,College,Employed,M,Suburban,Divorced,Personal Auto,Offer1,Call Center,Two-Door Car,Medsize,1,1,52
5110,Other,No,Extended,Master/Doctor,Unemployed,F,Urban,Married,Corporate Auto,Offer4,Branch,Four-Door Car,Medsize,1,20,3
5111,California,No,Basic,College,Employed,F,Rural,Married,Corporate Auto,Offer3,Call Center,Two-Door Car,Small,1,11,2
5112,Oregon,No,Premium,College,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Web,Four-Door Car,Medsize,2,23,8
5113,Other,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Offer1,Branch,Two-Door Car,Medsize,2,12,6
5114,Oregon,No,Premium,Bachelor,Employed,F,Suburban,Married,Special Auto,Offer2,Web,Four-Door Car,Small,1,14,2
5115,California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Offer1,Agent,Two-Door Car,Medsize,2,4,5
5116,California,No,Basic,Bachelor,Employed,M,Urban,Single,Corporate Auto,Offer2,Web,Two-Door Car,Medsize,2,25,8
5117,California,No,Premium,High School or Below,Employed,F,Rural,Married,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize,1,21,3
5118,California,No,Extended,Bachelor,Employed,M,Rural,Married,Personal Auto,Offer1,Call Center,Sports Car,Medsize,2,25,8
5119,California,Yes,Extended,College,Employed,F,Rural,Married,Personal Auto,Offer2,Call Center,Two-Door Car,Large,2,26,8
5120,California,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Offer4,Agent,Four-Door Car,Medsize,2,15,7
5121,Oregon,Yes,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Offer1,Agent,SUV,Medsize,1,29,4
5122,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Web,Sports Car,Medsize,2,25,8
5123,Other,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Offer1,Agent,Two-Door Car,Medsize,1,10,2
5124,Arizona,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,2,23,8
5125,Arizona,No,Premium,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer3,Branch,Sports Car,Medsize,1,5,1
5126,California,No,Basic,Master/Doctor,Employed,M,Suburban,Married,Corporate Auto,Offer3,Agent,Sports Car,Small,2,25,8
5127,California,No,Premium,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,Offer1,Branch,Four-Door Car,Medsize,2,21,8
5128,Other,No,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,Offer3,Branch,SUV,Medsize,2,14,7
5129,Oregon,No,Basic,High School or Below,Employed,M,Rural,Married,Corporate Auto,Offer3,Agent,Two-Door Car,Medsize,2,12,6
5130,California,No,Basic,Master/Doctor,Employed,M,Urban,Married,Corporate Auto,Offer2,Branch,Four-Door Car,Medsize,1,5,1
5131,Other,No,Extended,College,Employed,F,Rural,Single,Corporate Auto,Offer3,Agent,Four-Door Car,Large,2,26,8
5132,California,No,Basic,High School or Below,Employed,M,Suburban,Single,Corporate Auto,Offer1,Web,Two-Door Car,Small,2,8,6
5133,Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Web,Luxury SUV,Large,2,2,5
5134,Oregon,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Offer1,Branch,SUV,Small,1,16,2
5135,Oregon,No,Extended,Bachelor,Unemployed,F,Rural,Married,Personal Auto,Offer3,Agent,Four-Door Car,Large,1,27,4
5136,Oregon,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Offer4,Web,Four-Door Car,Medsize,2,25,8
5137,Oregon,Yes,Basic,College,Employed,M,Suburban,Married,Personal Auto,Offer2,Call Center,SUV,Medsize,1,11,2
5138,Oregon,No,Extended,College,Employed,F,Suburban,Single,Personal Auto,Offer2,Web,SUV,Medsize,2,19,7
5139,Other,No,Extended,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Offer3,Agent,Four-Door Car,Medsize,2,3,5
5140,Oregon,No,Extended,High School or Below,Other,M,Suburban,Single,Corporate Auto,Offer2,Branch,Sports Car,Medsize,1,22,3
5141,Arizona,No,Extended,College,Employed,F,Suburban,Divorced,Corporate Auto,Offer3,Branch,Four-Door Car,Medsize,1,31,5
5142,Other,No,Extended,College,Other,M,Suburban,Divorced,Personal Auto,Offer1,Web,SUV,Large,1,31,5
5143,Other,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Offer4,Call Center,Two-Door Car,Small,1,27,4
5144,Other,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Branch,SUV,Small,1,22,3
5145,Oregon,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Offer3,Call Center,SUV,Medsize,2,6,5
5146,California,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize,2,21,8
5147,Oregon,Yes,Basic,Master/Doctor,Other,F,Urban,Married,Corporate Auto,Offer1,Agent,Two-Door Car,Medsize,1,20,3
5148,California,No,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Offer1,Web,Luxury Car,Medsize,2,5,5
5149,Arizona,Yes,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Offer2,Branch,SUV,Large,1,2,52
5150,Oregon,No,Basic,College,Employed,M,Urban,Single,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,2,9,6
5151,California,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Offer4,Call Center,Four-Door Car,Small,2,28,9
5152,Other,No,Basic,College,Employed,F,Urban,Single,Corporate Auto,Offer3,Web,Four-Door Car,Medsize,1,9,1
5153,California,No,Basic,Bachelor,Employed,M,Rural,Married,Corporate Auto,Offer1,Agent,SUV,Medsize,1,28,4
5154,Oregon,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,1,24,4
5155,California,No,Extended,High School or Below,Employed,F,Rural,Married,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,1,25,4
5156,Other,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,1,28,4
5157,Arizona,No,Premium,College,Employed,M,Rural,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,1,17,3
5158,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,1,5,1
5159,California,No,Basic,Master/Doctor,Employed,M,Suburban,Married,Corporate Auto,Offer2,Branch,Two-Door Car,Medsize,1,14,2
5160,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,1,11,2
5161,Arizona,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Offer2,Branch,Two-Door Car,Medsize,1,8,1
5162,California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Offer2,Branch,SUV,Medsize,2,2,5
5163,California,No,Basic,College,Other,M,Suburban,Single,Personal Auto,Offer1,Branch,Four-Door Car,Large,2,11,6
5164,California,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate Auto,Offer4,Call Center,SUV,Medsize,2,11,6
5165,Oregon,No,Extended,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Offer3,Branch,Four-Door Car,Medsize,2,17,7
5166,California,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,1,22,3
5167,Other,Yes,Basic,Bachelor,Other,F,Suburban,Divorced,Personal Auto,Offer1,Web,Four-Door Car,Medsize,1,11,2
5168,Oregon,Yes,Basic,High School or Below,Other,F,Suburban,Married,Personal Auto,Offer2,Call Center,SUV,Medsize,1,19,3
5169,Arizona,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,2,4,5
5170,Arizona,No,Basic,Bachelor,Employed,F,Urban,Single,Personal Auto,Offer1,Agent,SUV,Medsize,2,15,7
5171,California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Offer2,Web,Sports Car,Medsize,2,1,5
5172,California,No,Premium,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer1,Agent,SUV,Medsize,1,18,3
5173,Arizona,No,Extended,Bachelor,Other,F,Suburban,Married,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,2,21,8
5174,Other,No,Basic,High School or Below,Other,M,Suburban,Single,Special Auto,Offer1,Web,SUV,Small,1,22,3
5175,Oregon,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,2,2,5
5176,Other,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Offer2,Agent,Two-Door Car,Medsize,1,1,52
5177,Oregon,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,1,11,2
5178,California,No,Extended,Bachelor,Employed,M,Rural,Divorced,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize,1,10,2
5179,Oregon,No,Extended,College,Unemployed,F,Suburban,Married,Corporate Auto,Offer1,Web,Four-Door Car,Medsize,2,19,7
5180,Other,No,Basic,Master/Doctor,Employed,M,Suburban,Divorced,Personal Auto,Offer1,Branch,Four-Door Car,Small,2,26,8
5181,California,No,Basic,College,Employed,M,Urban,Married,Personal Auto,Offer4,Branch,Four-Door Car,Medsize,1,20,3
5182,Other,No,Extended,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize,2,28,9
5183,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Offer3,Web,Sports Car,Medsize,2,22,8
5184,Oregon,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Offer1,Branch,SUV,Medsize,2,26,8
5185,California,No,Basic,Bachelor,Employed,M,Rural,Divorced,Personal Auto,Offer3,Agent,Sports Car,Medsize,1,17,3
5186,Other,Yes,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Offer2,Web,Sports Car,Medsize,1,24,4
5187,California,No,Basic,Master/Doctor,Employed,M,Rural,Single,Corporate Auto,Offer3,Agent,SUV,Large,2,22,8
5188,California,No,Basic,Bachelor,Employed,F,Urban,Single,Personal Auto,Offer2,Web,Four-Door Car,Large,1,28,4
5189,California,No,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,1,13,2
5190,Oregon,No,Extended,Master/Doctor,Employed,M,Rural,Married,Personal Auto,Offer3,Call Center,Four-Door Car,Medsize,1,15,2
5191,California,Yes,Basic,College,Other,M,Suburban,Married,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,2,5,5
5192,Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Offer2,Web,Two-Door Car,Medsize,2,7,6
5193,Oregon,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Web,Four-Door Car,Medsize,2,20,7
5194,Arizona,No,Premium,High School or Below,Employed,M,Rural,Married,Personal Auto,Offer3,Call Center,Four-Door Car,Medsize,2,13,6
5195,Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Call Center,Luxury Car,Medsize,2,5,5
5196,Oregon,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Offer2,Branch,SUV,Medsize,1,28,4
5197,Arizona,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,2,8,6
5198,Oregon,No,Basic,College,Employed,F,Urban,Single,Personal Auto,Offer1,Agent,Two-Door Car,Medsize,2,28,9
5199,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer3,Call Center,Four-Door Car,Small,2,17,7
5200,California,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Offer4,Branch,SUV,Small,1,14,2
5201,Oregon,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,Offer4,Branch,Four-Door Car,Medsize,1,1,52
5202,California,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Offer1,Agent,Sports Car,Medsize,2,11,6
5203,Oregon,No,Premium,Bachelor,Other,M,Suburban,Married,Corporate Auto,Offer1,Agent,SUV,Medsize,2,23,8
5204,Other,No,Extended,High School or Below,Employed,F,Rural,Divorced,Corporate Auto,Offer2,Agent,Four-Door Car,Medsize,2,8,6
5205,California,No,Extended,College,Employed,F,Urban,Married,Personal Auto,Offer3,Agent,Four-Door Car,Medsize,1,23,3
5206,California,No,Premium,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Branch,SUV,Small,2,12,6
5207,California,Yes,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Offer1,Agent,SUV,Large,2,19,7
5208,Arizona,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,1,7,1
5209,Oregon,No,Basic,Bachelor,Unemployed,F,Urban,Married,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,2,1,5
5210,Other,No,Basic,High School or Below,Employed,F,Urban,Married,Corporate Auto,Offer2,Web,Four-Door Car,Medsize,1,18,3
5211,Oregon,No,Premium,College,Other,F,Urban,Divorced,Personal Auto,Offer1,Web,Four-Door Car,Medsize,2,24,8
5212,California,No,Extended,Master/Doctor,Employed,M,Rural,Married,Corporate Auto,Offer2,Call Center,Two-Door Car,Medsize,1,2,52
5213,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer2,Branch,SUV,Small,2,11,6
5214,California,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate Auto,Offer4,Web,Two-Door Car,Medsize,1,19,3
5215,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Call Center,Luxury Car,Medsize,2,1,5
5216,Other,No,Extended,College,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Call Center,Luxury Car,Large,2,9,6
5217,Arizona,Yes,Basic,Master/Doctor,Employed,F,Urban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,2,22,8
5218,Other,No,Premium,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Agent,SUV,Medsize,2,28,9
5219,Oregon,No,Basic,College,Unemployed,M,Suburban,Single,Special Auto,Offer1,Branch,SUV,Medsize,2,27,8
5220,California,No,Basic,Master/Doctor,Unemployed,M,Urban,Single,Corporate Auto,Offer3,Agent,Four-Door Car,Medsize,1,24,4
5221,California,No,Basic,Master/Doctor,Employed,F,Urban,Single,Personal Auto,Offer3,Branch,Four-Door Car,Small,2,2,5
5222,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Special Auto,Offer2,Agent,Two-Door Car,Medsize,2,21,8
5223,Other,No,Basic,College,Unemployed,F,Suburban,Divorced,Corporate Auto,Offer1,Call Center,Sports Car,Medsize,2,4,5
5224,Arizona,No,Premium,High School or Below,Other,F,Suburban,Married,Personal Auto,Offer1,Call Center,Four-Door Car,Large,2,13,6
5225,California,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize,1,19,3
5226,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Agent,Sports Car,Medsize,1,2,52
5227,Oregon,No,Extended,Bachelor,Unemployed,F,Rural,Divorced,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,1,18,3
5228,California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,2,11,6
5229,California,No,Extended,Bachelor,Employed,F,Suburban,Single,Personal Auto,Offer3,Branch,Four-Door Car,Small,1,8,1
5230,Other,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Offer3,Call Center,Four-Door Car,Medsize,1,16,2
5231,Oregon,No,Basic,Master/Doctor,Employed,M,Rural,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,1,17,3
5232,California,No,Basic,Master/Doctor,Other,F,Suburban,Divorced,Personal Auto,Offer3,Branch,SUV,Medsize,2,8,6
5233,California,No,Basic,Bachelor,Unemployed,F,Urban,Divorced,Corporate Auto,Offer1,Call Center,Four-Door Car,Medsize,2,23,8
5234,Arizona,No,Extended,Bachelor,Unemployed,F,Rural,Divorced,Personal Auto,Offer1,Branch,Two-Door Car,Large,2,10,6
5235,Arizona,Yes,Extended,Bachelor,Employed,F,Urban,Divorced,Personal Auto,Offer2,Web,Four-Door Car,Medsize,1,20,3
5236,California,No,Extended,Master/Doctor,Employed,M,Rural,Divorced,Personal Auto,Offer2,Call Center,Two-Door Car,Large,1,9,1
5237,Other,Yes,Basic,Bachelor,Other,M,Suburban,Married,Personal Auto,Offer1,Branch,Sports Car,Large,2,25,8
5238,Oregon,No,Basic,Bachelor,Other,M,Rural,Married,Personal Auto,Offer4,Call Center,Two-Door Car,Medsize,2,8,6
5239,California,No,Extended,College,Employed,F,Rural,Divorced,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,1,31,5
5240,Arizona,Yes,Basic,Master/Doctor,Employed,M,Rural,Divorced,Personal Auto,Offer2,Branch,Four-Door Car,Small,1,31,5
